imgname,context0,context1,context2,context3
dog.2856.jpg,1,1,0,0
dog.2856.jpg,1,1,0,0
dog.2856.jpg,0,0,0,0
dog.2856.jpg,1,1,0,0
dog.2856.jpg,0,0,0,0
dog.2856.jpg,1,1,0,0
dog.2856.jpg,1,0,1,0
dog.2856.jpg,1,1,0,0
dog.2856.jpg,1,1,0,0
dog.2856.jpg,1,1,0,0
dog.2856.jpg,1,1,0,0
dog.2856.jpg,1,1,0,0
dog.2856.jpg,1,1,0,0
dog.2856.jpg,1,1,0,0
dog.2856.jpg,1,1,0,0
dog.2373.jpg,1,1,0,0
dog.2373.jpg,1,1,0,0
dog.2373.jpg,1,1,0,0
dog.2373.jpg,0,0,0,0
dog.2373.jpg,0,0,0,0
dog.2373.jpg,1,1,0,0
dog.2373.jpg,1,1,0,0
dog.2373.jpg,1,1,0,0
dog.2373.jpg,1,1,0,0
dog.2373.jpg,1,1,0,0
dog.2373.jpg,0,0,0,0
dog.2373.jpg,1,1,0,0
dog.2373.jpg,1,1,0,0
dog.2373.jpg,1,1,0,0
dog.2373.jpg,0,0,0,0
dog.2373.jpg,1,1,0,0
dog.2373.jpg,1,1,0,0
dog.2373.jpg,1,1,0,0
dog.2373.jpg,1,1,0,0
dog.2373.jpg,1,1,0,0
dog.3051.jpg,0,0,0,0
dog.3051.jpg,0,0,0,0
dog.3051.jpg,0,0,0,0
dog.3051.jpg,0,0,0,0
dog.3051.jpg,0,0,0,0
dog.3051.jpg,0,0,0,0
dog.3051.jpg,0,0,0,0
dog.3051.jpg,0,0,0,0
dog.3051.jpg,0,0,0,0
dog.3051.jpg,0,0,0,0
dog.3051.jpg,0,0,0,0
dog.3051.jpg,0,0,0,0
dog.3051.jpg,0,0,0,0
dog.3051.jpg,0,0,0,0
dog.3051.jpg,0,0,0,0
dog.3051.jpg,0,0,0,0
dog.3051.jpg,0,0,0,0
dog.3051.jpg,0,0,0,0
dog.3051.jpg,0,0,0,0
dog.3051.jpg,0,0,0,0
dog.2603.jpg,1,1,0,0
dog.2603.jpg,1,1,0,0
dog.2603.jpg,1,1,0,0
dog.2603.jpg,1,1,0,0
dog.2603.jpg,0,0,0,0
dog.2603.jpg,1,1,0,0
dog.2603.jpg,1,1,0,0
dog.2603.jpg,1,1,0,0
dog.2603.jpg,1,1,0,0
dog.2603.jpg,1,1,0,0
dog.2603.jpg,1,1,0,0
dog.2603.jpg,1,1,0,0
dog.2603.jpg,0,0,0,0
dog.2603.jpg,1,1,0,0
dog.2603.jpg,1,1,0,0
dog.2603.jpg,1,1,0,0
dog.2603.jpg,1,1,0,0
dog.2603.jpg,1,1,0,0
dog.2603.jpg,1,1,0,0
dog.2603.jpg,1,1,0,0
dog.2978.jpg,0,0,0,0
dog.2978.jpg,0,0,0,0
dog.2978.jpg,1,0,0,1
dog.2978.jpg,1,1,0,0
dog.2978.jpg,0,0,0,0
dog.2978.jpg,0,0,0,0
dog.2978.jpg,1,1,0,0
dog.2978.jpg,1,1,0,0
dog.2978.jpg,0,0,0,0
dog.2978.jpg,0,0,0,0
dog.2978.jpg,0,0,0,0
dog.2978.jpg,1,1,0,0
dog.2978.jpg,0,0,0,0
dog.2978.jpg,0,0,0,0
dog.2978.jpg,1,0,0,1
dog.2978.jpg,1,1,0,0
dog.2978.jpg,1,1,0,0
dog.2978.jpg,0,0,0,0
dog.2978.jpg,1,1,0,0
dog.2978.jpg,0,0,0,0
dog.2944.jpg,0,0,0,0
dog.2944.jpg,0,0,0,0
dog.2944.jpg,0,0,0,0
dog.2944.jpg,1,1,0,0
dog.2944.jpg,0,0,0,0
dog.2944.jpg,1,1,0,1
dog.2944.jpg,1,1,0,0
dog.2944.jpg,1,1,0,0
dog.2944.jpg,1,1,0,0
dog.2944.jpg,1,1,0,0
dog.2944.jpg,1,1,0,0
dog.2944.jpg,0,0,0,0
dog.2944.jpg,0,0,0,0
dog.2944.jpg,0,0,0,0
dog.2944.jpg,1,1,0,1
dog.2944.jpg,1,1,0,0
dog.2944.jpg,1,1,0,0
dog.2944.jpg,1,1,0,0
dog.2944.jpg,0,0,0,0
dog.2944.jpg,0,0,0,0
dog.3901.jpg,0,0,0,0
dog.3901.jpg,0,0,0,0
dog.3901.jpg,0,0,0,0
dog.3901.jpg,0,0,0,0
dog.3901.jpg,0,0,0,0
dog.3901.jpg,1,1,0,0
dog.3901.jpg,0,0,0,0
dog.3901.jpg,0,0,0,0
dog.3901.jpg,0,0,0,0
dog.3901.jpg,0,0,0,0
dog.3901.jpg,0,0,0,0
dog.3901.jpg,0,0,0,0
dog.3901.jpg,1,0,1,0
dog.3901.jpg,0,0,0,0
dog.3901.jpg,0,0,0,0
dog.3901.jpg,0,0,0,0
dog.3901.jpg,0,0,0,0
dog.3901.jpg,0,0,0,0
dog.3901.jpg,0,0,0,0
dog.3901.jpg,0,0,0,0
dog.4061.jpg,1,1,0,0
dog.4061.jpg,1,1,0,0
dog.4061.jpg,1,1,0,1
dog.4061.jpg,1,1,0,0
dog.4061.jpg,1,1,0,0
dog.4061.jpg,1,1,0,0
dog.4061.jpg,0,0,0,0
dog.4061.jpg,1,1,0,0
dog.4061.jpg,1,1,0,0
dog.4061.jpg,1,1,0,0
dog.4061.jpg,0,0,0,0
dog.4061.jpg,1,1,0,1
dog.4061.jpg,1,1,0,1
dog.4061.jpg,1,1,0,1
dog.4061.jpg,1,1,1,0
dog.4061.jpg,1,1,0,0
dog.4061.jpg,1,1,0,0
dog.4061.jpg,1,1,0,1
dog.4061.jpg,1,1,0,0
dog.4061.jpg,0,0,0,0
dog.4539.jpg,1,1,0,0
dog.4539.jpg,1,1,0,0
dog.4539.jpg,1,1,0,0
dog.4539.jpg,1,1,0,0
dog.4539.jpg,1,1,0,0
dog.4539.jpg,1,1,0,0
dog.4539.jpg,1,1,0,0
dog.4539.jpg,1,1,0,0
dog.4539.jpg,1,1,0,0
dog.4539.jpg,1,1,0,0
dog.4539.jpg,0,0,0,0
dog.4539.jpg,1,0,1,1
dog.4539.jpg,1,1,0,0
dog.4539.jpg,1,1,0,1
dog.4539.jpg,1,1,1,1
dog.4539.jpg,0,0,0,0
dog.4539.jpg,0,0,0,0
dog.4539.jpg,1,1,0,1
dog.4539.jpg,1,1,0,0
dog.4539.jpg,0,0,0,0
dog.2174.jpg,1,1,1,0
dog.2174.jpg,1,1,0,0
dog.2174.jpg,1,1,0,1
dog.2174.jpg,1,1,0,1
dog.2174.jpg,1,1,0,0
dog.2174.jpg,1,1,0,0
dog.2174.jpg,1,1,1,0
dog.2174.jpg,1,1,0,0
dog.2174.jpg,1,1,0,0
dog.2174.jpg,1,1,0,0
dog.2174.jpg,1,1,0,0
dog.2174.jpg,1,1,1,1
dog.2174.jpg,1,1,0,0
dog.2174.jpg,1,1,1,1
dog.2174.jpg,1,1,1,0
dog.2174.jpg,1,1,0,0
dog.2174.jpg,1,1,0,0
dog.2174.jpg,1,1,0,0
dog.2174.jpg,1,1,0,0
dog.2174.jpg,1,1,0,0
dog.2606.jpg,1,1,0,0
dog.2606.jpg,0,0,0,0
dog.2606.jpg,1,1,0,1
dog.2606.jpg,0,0,0,0
dog.2606.jpg,1,1,0,0
dog.2606.jpg,1,1,0,0
dog.2606.jpg,0,0,0,0
dog.2606.jpg,1,1,0,0
dog.2606.jpg,1,1,0,0
dog.2606.jpg,1,1,0,0
dog.2606.jpg,1,1,0,0
dog.2606.jpg,0,0,0,0
dog.2606.jpg,1,0,0,1
dog.2606.jpg,1,1,0,0
dog.2606.jpg,1,1,0,0
dog.2606.jpg,1,1,0,0
dog.2606.jpg,1,1,0,0
dog.2606.jpg,1,1,0,0
dog.2606.jpg,1,1,0,0
dog.2606.jpg,0,0,0,0
dog.4685.jpg,0,0,0,0
dog.4685.jpg,0,0,0,0
dog.4685.jpg,1,0,1,0
dog.4685.jpg,1,0,0,1
dog.4685.jpg,0,0,0,0
dog.4685.jpg,0,0,0,0
dog.4685.jpg,0,0,0,0
dog.4685.jpg,0,0,0,0
dog.4685.jpg,0,0,0,0
dog.4685.jpg,0,0,0,0
dog.4685.jpg,0,0,0,0
dog.4685.jpg,0,0,0,0
dog.4685.jpg,0,0,0,0
dog.4685.jpg,0,0,0,0
dog.4685.jpg,0,0,0,0
dog.4685.jpg,0,0,0,0
dog.4685.jpg,0,0,0,0
dog.4685.jpg,1,0,1,0
dog.4685.jpg,0,0,0,0
dog.4685.jpg,1,0,1,1
dog.3883.jpg,1,1,0,1
dog.3883.jpg,1,1,0,1
dog.3883.jpg,1,1,0,0
dog.3883.jpg,1,1,0,0
dog.3883.jpg,0,0,0,0
dog.3883.jpg,1,1,0,1
dog.3883.jpg,0,0,0,0
dog.3883.jpg,1,1,0,0
dog.3883.jpg,1,1,0,0
dog.3883.jpg,1,1,0,0
dog.3883.jpg,0,0,0,0
dog.3883.jpg,1,1,0,0
dog.3883.jpg,1,1,0,0
dog.3883.jpg,1,1,0,0
dog.3883.jpg,0,0,0,0
dog.3883.jpg,1,1,0,0
dog.3883.jpg,1,1,0,0
dog.3883.jpg,1,1,0,0
dog.3883.jpg,1,1,0,0
dog.3883.jpg,1,1,0,0
dog.4646.jpg,1,0,1,1
dog.4646.jpg,1,0,1,0
dog.4646.jpg,1,0,1,0
dog.4646.jpg,0,0,0,0
dog.4646.jpg,1,0,1,0
dog.4646.jpg,0,0,0,0
dog.4646.jpg,0,0,0,0
dog.4646.jpg,0,0,0,0
dog.4646.jpg,0,0,0,0
dog.4646.jpg,0,0,0,0
dog.4646.jpg,0,0,0,0
dog.4646.jpg,0,0,0,0
dog.4646.jpg,0,0,0,0
dog.4646.jpg,1,0,1,1
dog.4646.jpg,0,0,0,0
dog.4646.jpg,0,0,0,0
dog.4646.jpg,0,0,0,0
dog.4646.jpg,1,0,1,1
dog.4646.jpg,0,0,0,0
dog.4646.jpg,1,0,1,1
dog.2551.jpg,0,0,0,0
dog.2551.jpg,1,0,0,1
dog.2551.jpg,1,0,1,0
dog.2551.jpg,0,0,0,0
dog.2551.jpg,0,0,0,0
dog.2551.jpg,0,0,0,0
dog.2551.jpg,0,0,0,0
dog.2551.jpg,0,0,0,0
dog.2551.jpg,1,1,0,0
dog.2551.jpg,0,0,0,0
dog.2551.jpg,0,0,0,0
dog.2551.jpg,0,0,0,0
dog.2551.jpg,0,0,0,0
dog.2551.jpg,0,0,0,0
dog.2551.jpg,0,0,0,0
dog.2551.jpg,0,0,0,0
dog.2551.jpg,0,0,0,0
dog.2551.jpg,0,0,0,0
dog.2551.jpg,0,0,0,0
dog.2551.jpg,1,1,0,0
dog.3881.jpg,1,1,0,0
dog.3881.jpg,1,1,0,0
dog.3881.jpg,1,1,0,0
dog.3881.jpg,1,1,0,0
dog.3881.jpg,1,0,1,0
dog.3881.jpg,1,1,0,0
dog.3881.jpg,1,1,0,0
dog.3881.jpg,1,1,0,0
dog.3881.jpg,1,1,0,0
dog.3881.jpg,1,1,0,0
dog.3881.jpg,1,1,0,0
dog.3881.jpg,1,1,0,0
dog.3881.jpg,1,1,0,0
dog.3881.jpg,1,1,0,0
dog.3881.jpg,1,1,0,0
dog.3881.jpg,1,1,0,0
dog.3881.jpg,1,1,0,0
dog.3881.jpg,1,1,1,0
dog.3881.jpg,1,1,0,0
dog.3881.jpg,1,1,0,0
dog.2802.jpg,1,0,0,1
dog.2802.jpg,0,0,0,0
dog.2802.jpg,1,1,0,0
dog.2802.jpg,0,0,0,0
dog.2802.jpg,0,0,0,0
dog.2802.jpg,1,1,0,0
dog.2802.jpg,1,1,0,0
dog.2802.jpg,0,0,0,0
dog.2802.jpg,1,1,0,0
dog.2802.jpg,1,1,0,0
dog.2802.jpg,0,0,0,0
dog.2802.jpg,1,1,0,0
dog.2802.jpg,1,1,0,0
dog.2802.jpg,1,1,0,0
dog.2802.jpg,0,0,0,0
dog.2802.jpg,1,1,0,0
dog.2802.jpg,0,0,0,0
dog.2802.jpg,1,1,0,0
dog.2802.jpg,1,1,0,0
dog.2802.jpg,1,1,0,0
dog.4730.jpg,1,1,1,1
dog.4730.jpg,0,0,0,0
dog.4730.jpg,0,0,0,0
dog.4730.jpg,1,0,1,0
dog.4730.jpg,0,0,0,0
dog.4730.jpg,1,0,1,0
dog.4730.jpg,1,1,0,0
dog.4730.jpg,0,0,0,0
dog.4730.jpg,1,0,1,0
dog.4730.jpg,1,1,1,0
dog.4730.jpg,1,0,1,0
dog.4730.jpg,0,0,0,0
dog.4730.jpg,0,0,0,0
dog.4730.jpg,1,0,1,0
dog.4730.jpg,0,0,0,0
dog.4730.jpg,0,0,0,0
dog.4730.jpg,1,0,1,0
dog.4730.jpg,0,0,0,0
dog.4730.jpg,1,1,0,0
dog.4730.jpg,1,0,1,0
dog.3936.jpg,1,1,0,1
dog.3936.jpg,1,1,0,0
dog.3936.jpg,1,1,0,0
dog.3936.jpg,0,0,0,0
dog.3936.jpg,1,1,0,0
dog.3936.jpg,1,1,0,0
dog.3936.jpg,1,1,0,0
dog.3936.jpg,1,1,0,0
dog.3936.jpg,1,1,0,0
dog.3936.jpg,0,0,0,0
dog.3936.jpg,0,0,0,0
dog.3936.jpg,1,1,0,0
dog.3936.jpg,0,0,0,0
dog.3936.jpg,1,1,1,0
dog.3936.jpg,0,0,0,0
dog.3936.jpg,1,1,0,0
dog.3936.jpg,1,1,1,0
dog.3936.jpg,0,0,0,0
dog.3936.jpg,1,1,0,0
dog.3936.jpg,1,0,1,0
dog.4903.jpg,1,1,1,1
dog.4903.jpg,0,0,0,0
dog.4903.jpg,1,1,0,0
dog.4903.jpg,1,1,0,0
dog.4903.jpg,1,1,0,0
dog.4903.jpg,1,1,0,0
dog.4903.jpg,1,1,0,0
dog.4903.jpg,1,1,0,0
dog.4903.jpg,1,1,0,0
dog.4903.jpg,1,1,0,0
dog.4903.jpg,0,0,0,0
dog.4903.jpg,1,1,0,0
dog.4903.jpg,0,0,0,0
dog.4903.jpg,1,1,0,0
dog.4903.jpg,0,0,0,0
dog.4903.jpg,1,1,0,0
dog.4903.jpg,1,1,1,0
dog.4903.jpg,1,1,0,0
dog.4903.jpg,1,1,0,0
dog.4903.jpg,1,1,1,0
dog.4916.jpg,1,1,0,0
dog.4916.jpg,1,1,0,1
dog.4916.jpg,1,1,0,0
dog.4916.jpg,0,0,0,0
dog.4916.jpg,1,1,0,0
dog.4916.jpg,1,1,0,0
dog.4916.jpg,1,1,0,0
dog.4916.jpg,1,1,0,0
dog.4916.jpg,1,1,0,0
dog.4916.jpg,1,1,0,0
dog.4916.jpg,1,1,0,0
dog.4916.jpg,1,1,0,0
dog.4916.jpg,1,1,0,0
dog.4916.jpg,1,1,0,0
dog.4916.jpg,0,0,0,0
dog.4916.jpg,1,1,0,0
dog.4916.jpg,1,1,0,0
dog.4916.jpg,1,1,0,0
dog.4916.jpg,1,1,0,0
dog.4916.jpg,1,1,0,0
dog.4967.jpg,0,0,0,0
dog.4967.jpg,1,1,0,0
dog.4967.jpg,1,1,0,0
dog.4967.jpg,0,0,0,0
dog.4967.jpg,1,0,0,1
dog.4967.jpg,1,1,0,0
dog.4967.jpg,1,1,0,0
dog.4967.jpg,1,1,0,0
dog.4967.jpg,0,0,0,0
dog.4967.jpg,0,0,0,0
dog.4967.jpg,1,0,0,1
dog.4967.jpg,1,1,0,1
dog.4967.jpg,0,0,0,0
dog.4967.jpg,1,1,0,0
dog.4967.jpg,1,1,0,0
dog.4967.jpg,1,1,0,0
dog.4967.jpg,0,0,0,0
dog.4967.jpg,0,0,0,0
dog.4967.jpg,1,1,0,0
dog.4967.jpg,0,0,0,0
dog.4973.jpg,1,1,0,0
dog.4973.jpg,1,1,0,0
dog.4973.jpg,1,1,0,0
dog.4973.jpg,1,1,0,0
dog.4973.jpg,1,1,0,0
dog.4973.jpg,1,1,0,0
dog.4973.jpg,1,1,0,0
dog.4973.jpg,1,1,0,0
dog.4973.jpg,0,0,0,0
dog.4973.jpg,1,1,0,0
dog.4973.jpg,1,1,0,0
dog.4973.jpg,1,1,0,0
dog.4973.jpg,1,1,0,0
dog.4973.jpg,1,1,0,0
dog.4973.jpg,0,0,0,0
dog.4973.jpg,1,1,0,0
dog.4973.jpg,0,0,0,0
dog.4973.jpg,1,1,0,0
dog.4973.jpg,1,1,0,0
dog.4973.jpg,0,0,0,0
dog.4740.jpg,1,1,0,1
dog.4740.jpg,0,0,0,0
dog.4740.jpg,1,1,0,0
dog.4740.jpg,1,1,0,0
dog.4740.jpg,0,0,0,0
dog.4740.jpg,1,1,0,0
dog.4740.jpg,1,1,0,0
dog.4740.jpg,1,1,0,0
dog.4740.jpg,1,1,0,0
dog.4740.jpg,1,1,0,0
dog.4740.jpg,0,0,0,0
dog.4740.jpg,1,1,0,0
dog.4740.jpg,1,1,0,0
dog.4740.jpg,1,1,0,0
dog.4740.jpg,0,0,0,0
dog.4740.jpg,1,1,0,0
dog.4740.jpg,0,0,0,0
dog.4740.jpg,1,1,0,0
dog.4740.jpg,1,1,0,0
dog.4740.jpg,1,1,0,0
dog.3205.jpg,1,0,1,0
dog.3205.jpg,0,0,0,0
dog.3205.jpg,0,0,0,0
dog.3205.jpg,1,0,1,0
dog.3205.jpg,1,0,1,0
dog.3205.jpg,0,0,0,0
dog.3205.jpg,0,0,0,0
dog.3205.jpg,0,0,0,0
dog.3205.jpg,0,0,0,0
dog.3205.jpg,0,0,0,0
dog.3205.jpg,0,0,0,0
dog.3205.jpg,0,0,0,0
dog.3205.jpg,0,0,0,0
dog.3205.jpg,0,0,0,0
dog.3205.jpg,0,0,0,0
dog.3205.jpg,1,0,1,0
