text,context0,context1,context2,context3
Those darn republicans and their jedi mind control tactics. I didn't call you any names... You aren't even making sense anymore...MMMBYYYE,1,1,1,1
Those darn republicans and their jedi mind control tactics. I didn't call you any names... You aren't even making sense anymore...MMMBYYYE,1,0,1,0
Those darn republicans and their jedi mind control tactics. I didn't call you any names... You aren't even making sense anymore...MMMBYYYE,1,1,0,0
Those darn republicans and their jedi mind control tactics. I didn't call you any names... You aren't even making sense anymore...MMMBYYYE,1,1,0,0
Those darn republicans and their jedi mind control tactics. I didn't call you any names... You aren't even making sense anymore...MMMBYYYE,0,0,0,0
Those darn republicans and their jedi mind control tactics. I didn't call you any names... You aren't even making sense anymore...MMMBYYYE,1,1,0,0
Those darn republicans and their jedi mind control tactics. I didn't call you any names... You aren't even making sense anymore...MMMBYYYE,1,1,0,0
Those darn republicans and their jedi mind control tactics. I didn't call you any names... You aren't even making sense anymore...MMMBYYYE,1,1,0,0
Those darn republicans and their jedi mind control tactics. I didn't call you any names... You aren't even making sense anymore...MMMBYYYE,0,0,0,0
yep. I hope you clowns bring some illegals here and call it a sanc city. then we can kick them out and show you how stupid you are.,0,0,0,0
yep. I hope you clowns bring some illegals here and call it a sanc city. then we can kick them out and show you how stupid you are.,0,0,0,0
yep. I hope you clowns bring some illegals here and call it a sanc city. then we can kick them out and show you how stupid you are.,1,1,1,0
yep. I hope you clowns bring some illegals here and call it a sanc city. then we can kick them out and show you how stupid you are.,1,1,1,0
yep. I hope you clowns bring some illegals here and call it a sanc city. then we can kick them out and show you how stupid you are.,1,1,0,0
yep. I hope you clowns bring some illegals here and call it a sanc city. then we can kick them out and show you how stupid you are.,1,1,1,0
yep. I hope you clowns bring some illegals here and call it a sanc city. then we can kick them out and show you how stupid you are.,0,0,0,0
yep. I hope you clowns bring some illegals here and call it a sanc city. then we can kick them out and show you how stupid you are.,0,0,0,0
yep. I hope you clowns bring some illegals here and call it a sanc city. then we can kick them out and show you how stupid you are.,1,1,1,0
yep. I hope you clowns bring some illegals here and call it a sanc city. then we can kick them out and show you how stupid you are.,1,1,1,0
yep. I hope you clowns bring some illegals here and call it a sanc city. then we can kick them out and show you how stupid you are.,1,0,1,0
yep. I hope you clowns bring some illegals here and call it a sanc city. then we can kick them out and show you how stupid you are.,1,0,1,1
yep. I hope you clowns bring some illegals here and call it a sanc city. then we can kick them out and show you how stupid you are.,1,0,1,0
yep. I hope you clowns bring some illegals here and call it a sanc city. then we can kick them out and show you how stupid you are.,0,0,0,0
yep. I hope you clowns bring some illegals here and call it a sanc city. then we can kick them out and show you how stupid you are.,1,1,0,0
yep. I hope you clowns bring some illegals here and call it a sanc city. then we can kick them out and show you how stupid you are.,1,1,0,0
yep. I hope you clowns bring some illegals here and call it a sanc city. then we can kick them out and show you how stupid you are.,1,1,1,0
yep. I hope you clowns bring some illegals here and call it a sanc city. then we can kick them out and show you how stupid you are.,1,0,0,1
yep. I hope you clowns bring some illegals here and call it a sanc city. then we can kick them out and show you how stupid you are.,1,1,1,0
yep. I hope you clowns bring some illegals here and call it a sanc city. then we can kick them out and show you how stupid you are.,1,0,1,0
Christians just aren't cool with the kids on the left...,0,0,0,0
Christians just aren't cool with the kids on the left...,0,0,0,0
Christians just aren't cool with the kids on the left...,1,1,0,0
Christians just aren't cool with the kids on the left...,1,1,0,0
Christians just aren't cool with the kids on the left...,0,0,0,0
Christians just aren't cool with the kids on the left...,0,0,0,0
Christians just aren't cool with the kids on the left...,1,1,0,0
Christians just aren't cool with the kids on the left...,1,1,0,0
Christians just aren't cool with the kids on the left...,1,1,1,0
Christians just aren't cool with the kids on the left...,1,1,1,0
Christians just aren't cool with the kids on the left...,1,1,0,0
Christians just aren't cool with the kids on the left...,0,0,0,0
Christians just aren't cool with the kids on the left...,1,0,1,0
Christians just aren't cool with the kids on the left...,1,1,0,0
Christians just aren't cool with the kids on the left...,1,1,0,0
Christians just aren't cool with the kids on the left...,1,1,0,0
Christians just aren't cool with the kids on the left...,1,1,0,0
Christians just aren't cool with the kids on the left...,1,1,0,0
Christians just aren't cool with the kids on the left...,1,1,0,0
Christians just aren't cool with the kids on the left...,0,0,0,0
Marshall spit in your face?  When was that?,0,0,0,0
Marshall spit in your face?  When was that?,0,0,0,0
Marshall spit in your face?  When was that?,0,0,0,0
Marshall spit in your face?  When was that?,0,0,0,0
Marshall spit in your face?  When was that?,0,0,0,0
Marshall spit in your face?  When was that?,0,0,0,0
Marshall spit in your face?  When was that?,0,0,0,0
Marshall spit in your face?  When was that?,0,0,0,0
Marshall spit in your face?  When was that?,0,0,0,0
Marshall spit in your face?  When was that?,0,0,0,0
Marshall spit in your face?  When was that?,0,0,0,0
Marshall spit in your face?  When was that?,0,0,0,0
Marshall spit in your face?  When was that?,0,0,0,0
Marshall spit in your face?  When was that?,0,0,0,0
Marshall spit in your face?  When was that?,0,0,0,0
Marshall spit in your face?  When was that?,0,0,0,0
Marshall spit in your face?  When was that?,0,0,0,0
Marshall spit in your face?  When was that?,0,0,0,0
Marshall spit in your face?  When was that?,1,1,0,0
Marshall spit in your face?  When was that?,0,0,0,0
The Islamists thank you for your support.,0,0,0,0
The Islamists thank you for your support.,0,0,0,0
The Islamists thank you for your support.,0,0,0,0
The Islamists thank you for your support.,0,0,0,0
The Islamists thank you for your support.,0,0,0,0
The Islamists thank you for your support.,0,0,0,0
The Islamists thank you for your support.,0,0,0,0
The Islamists thank you for your support.,0,0,0,0
The Islamists thank you for your support.,1,0,1,0
The Islamists thank you for your support.,0,0,0,0
The Islamists thank you for your support.,0,0,0,0
The Islamists thank you for your support.,0,0,0,0
The Islamists thank you for your support.,0,0,0,0
The Islamists thank you for your support.,0,0,0,0
The Islamists thank you for your support.,1,1,0,0
The Islamists thank you for your support.,0,0,0,0
The Islamists thank you for your support.,0,0,0,0
The Islamists thank you for your support.,0,0,0,0
The Islamists thank you for your support.,0,0,0,0
The Islamists thank you for your support.,0,0,0,0
I don’t think that is what he was saying. He was recommending that men join women in outing the jerks.,0,0,0,0
I don’t think that is what he was saying. He was recommending that men join women in outing the jerks.,0,0,0,0
I don’t think that is what he was saying. He was recommending that men join women in outing the jerks.,0,0,0,0
I don’t think that is what he was saying. He was recommending that men join women in outing the jerks.,0,0,0,0
I don’t think that is what he was saying. He was recommending that men join women in outing the jerks.,0,0,0,0
I don’t think that is what he was saying. He was recommending that men join women in outing the jerks.,0,0,0,0
I don’t think that is what he was saying. He was recommending that men join women in outing the jerks.,0,0,0,0
I don’t think that is what he was saying. He was recommending that men join women in outing the jerks.,0,0,0,0
I don’t think that is what he was saying. He was recommending that men join women in outing the jerks.,0,0,0,0
I don’t think that is what he was saying. He was recommending that men join women in outing the jerks.,0,0,0,0
I don’t think that is what he was saying. He was recommending that men join women in outing the jerks.,0,0,0,0
I don’t think that is what he was saying. He was recommending that men join women in outing the jerks.,0,0,0,0
I don’t think that is what he was saying. He was recommending that men join women in outing the jerks.,0,0,0,0
I don’t think that is what he was saying. He was recommending that men join women in outing the jerks.,0,0,0,0
I don’t think that is what he was saying. He was recommending that men join women in outing the jerks.,0,0,0,0
I don’t think that is what he was saying. He was recommending that men join women in outing the jerks.,0,0,0,0
I don’t think that is what he was saying. He was recommending that men join women in outing the jerks.,1,0,0,1
I don’t think that is what he was saying. He was recommending that men join women in outing the jerks.,0,0,0,0
I don’t think that is what he was saying. He was recommending that men join women in outing the jerks.,0,0,0,0
I don’t think that is what he was saying. He was recommending that men join women in outing the jerks.,0,0,0,0
You are white so you have no say .,1,1,0,0
You are white so you have no say .,1,1,0,0
You are white so you have no say .,1,1,0,0
You are white so you have no say .,1,1,0,0
You are white so you have no say .,1,1,1,0
You are white so you have no say .,0,0,0,0
You are white so you have no say .,1,1,0,0
You are white so you have no say .,1,1,0,0
You are white so you have no say .,1,1,1,0
You are white so you have no say .,1,1,0,0
You are white so you have no say .,1,1,0,0
You are white so you have no say .,0,0,0,0
You are white so you have no say .,1,1,1,0
You are white so you have no say .,1,1,0,0
You are white so you have no say .,1,1,1,0
You are white so you have no say .,1,1,0,0
You are white so you have no say .,1,1,0,0
You are white so you have no say .,1,1,0,0
You are white so you have no say .,0,0,0,0
You are white so you have no say .,1,1,1,0
Another non story blown up by the media.,0,0,0,0
Another non story blown up by the media.,0,0,0,0
Another non story blown up by the media.,0,0,0,0
Another non story blown up by the media.,0,0,0,0
Another non story blown up by the media.,0,0,0,0
Another non story blown up by the media.,0,0,0,0
Another non story blown up by the media.,0,0,0,0
Another non story blown up by the media.,0,0,0,0
Another non story blown up by the media.,0,0,0,0
Another non story blown up by the media.,0,0,0,0
Another non story blown up by the media.,0,0,0,0
Another non story blown up by the media.,0,0,0,0
Another non story blown up by the media.,0,0,0,0
Another non story blown up by the media.,0,0,0,0
Another non story blown up by the media.,0,0,0,0
Another non story blown up by the media.,0,0,0,0
Another non story blown up by the media.,0,0,0,0
Another non story blown up by the media.,0,0,0,0
Another non story blown up by the media.,0,0,0,0
Another non story blown up by the media.,0,0,0,0
bro they lock the cockpit doors now adays and will not open them even with a knife at some ones neck,0,0,0,0
bro they lock the cockpit doors now adays and will not open them even with a knife at some ones neck,0,0,0,0
bro they lock the cockpit doors now adays and will not open them even with a knife at some ones neck,0,0,0,0
bro they lock the cockpit doors now adays and will not open them even with a knife at some ones neck,0,0,0,0
bro they lock the cockpit doors now adays and will not open them even with a knife at some ones neck,0,0,0,0
bro they lock the cockpit doors now adays and will not open them even with a knife at some ones neck,0,0,0,0
bro they lock the cockpit doors now adays and will not open them even with a knife at some ones neck,0,0,0,0
bro they lock the cockpit doors now adays and will not open them even with a knife at some ones neck,0,0,0,0
bro they lock the cockpit doors now adays and will not open them even with a knife at some ones neck,1,0,0,1
bro they lock the cockpit doors now adays and will not open them even with a knife at some ones neck,1,0,1,0
bro they lock the cockpit doors now adays and will not open them even with a knife at some ones neck,0,0,0,0
bro they lock the cockpit doors now adays and will not open them even with a knife at some ones neck,0,0,0,0
bro they lock the cockpit doors now adays and will not open them even with a knife at some ones neck,1,0,1,0
bro they lock the cockpit doors now adays and will not open them even with a knife at some ones neck,0,0,0,0
bro they lock the cockpit doors now adays and will not open them even with a knife at some ones neck,0,0,0,0
bro they lock the cockpit doors now adays and will not open them even with a knife at some ones neck,0,0,0,0
bro they lock the cockpit doors now adays and will not open them even with a knife at some ones neck,0,0,0,0
bro they lock the cockpit doors now adays and will not open them even with a knife at some ones neck,0,0,0,0
bro they lock the cockpit doors now adays and will not open them even with a knife at some ones neck,0,0,0,0
bro they lock the cockpit doors now adays and will not open them even with a knife at some ones neck,0,0,0,0
Why the hell don't we just turn them back???,1,1,0,0
Why the hell don't we just turn them back???,0,0,0,0
Why the hell don't we just turn them back???,1,0,0,1
Why the hell don't we just turn them back???,1,0,1,0
Why the hell don't we just turn them back???,1,1,1,0
Why the hell don't we just turn them back???,0,0,0,0
Why the hell don't we just turn them back???,0,0,0,0
Why the hell don't we just turn them back???,0,0,0,0
Why the hell don't we just turn them back???,0,0,0,0
Why the hell don't we just turn them back???,0,0,0,0
Why the hell don't we just turn them back???,1,0,0,1
Why the hell don't we just turn them back???,0,0,0,0
Why the hell don't we just turn them back???,0,0,0,0
Why the hell don't we just turn them back???,1,0,0,1
Why the hell don't we just turn them back???,1,0,0,1
Why the hell don't we just turn them back???,0,0,0,0
Why the hell don't we just turn them back???,0,0,0,0
Why the hell don't we just turn them back???,1,0,0,1
Why the hell don't we just turn them back???,1,0,0,1
Why the hell don't we just turn them back???,0,0,0,0
"sure , another roadblock.  i wonder if it's money talks and b*llsh*t walks...",1,0,0,1
"sure , another roadblock.  i wonder if it's money talks and b*llsh*t walks...",1,0,0,1
"sure , another roadblock.  i wonder if it's money talks and b*llsh*t walks...",1,0,0,1
"sure , another roadblock.  i wonder if it's money talks and b*llsh*t walks...",1,0,0,1
"sure , another roadblock.  i wonder if it's money talks and b*llsh*t walks...",1,0,0,1
"sure , another roadblock.  i wonder if it's money talks and b*llsh*t walks...",1,0,0,1
"sure , another roadblock.  i wonder if it's money talks and b*llsh*t walks...",1,0,0,1
"sure , another roadblock.  i wonder if it's money talks and b*llsh*t walks...",1,0,0,1
"sure , another roadblock.  i wonder if it's money talks and b*llsh*t walks...",1,0,0,1
"sure , another roadblock.  i wonder if it's money talks and b*llsh*t walks...",1,0,0,1
"sure , another roadblock.  i wonder if it's money talks and b*llsh*t walks...",1,0,0,1
"sure , another roadblock.  i wonder if it's money talks and b*llsh*t walks...",1,0,0,1
"sure , another roadblock.  i wonder if it's money talks and b*llsh*t walks...",1,0,0,1
"sure , another roadblock.  i wonder if it's money talks and b*llsh*t walks...",1,0,0,1
"sure , another roadblock.  i wonder if it's money talks and b*llsh*t walks...",1,0,0,1
"sure , another roadblock.  i wonder if it's money talks and b*llsh*t walks...",1,0,0,1
"sure , another roadblock.  i wonder if it's money talks and b*llsh*t walks...",1,0,0,1
"sure , another roadblock.  i wonder if it's money talks and b*llsh*t walks...",1,0,0,1
"sure , another roadblock.  i wonder if it's money talks and b*llsh*t walks...",1,0,0,1
"sure , another roadblock.  i wonder if it's money talks and b*llsh*t walks...",1,0,0,1
I just assume that all criminals are male and they were born here.,1,1,0,0
I just assume that all criminals are male and they were born here.,1,1,0,0
I just assume that all criminals are male and they were born here.,1,1,0,0
I just assume that all criminals are male and they were born here.,1,1,0,0
I just assume that all criminals are male and they were born here.,1,1,0,0
I just assume that all criminals are male and they were born here.,1,1,0,0
I just assume that all criminals are male and they were born here.,1,1,0,0
I just assume that all criminals are male and they were born here.,1,1,0,0
I just assume that all criminals are male and they were born here.,1,1,0,0
I just assume that all criminals are male and they were born here.,1,1,0,0
I just assume that all criminals are male and they were born here.,1,1,1,0
I just assume that all criminals are male and they were born here.,1,1,0,0
I just assume that all criminals are male and they were born here.,1,1,0,0
I just assume that all criminals are male and they were born here.,1,1,1,0
I just assume that all criminals are male and they were born here.,1,1,0,0
I just assume that all criminals are male and they were born here.,1,1,0,0
I just assume that all criminals are male and they were born here.,1,1,0,0
I just assume that all criminals are male and they were born here.,1,1,0,0
I just assume that all criminals are male and they were born here.,1,1,0,0
I just assume that all criminals are male and they were born here.,1,1,0,0
40 years ago he would get dirty lickens from the police!,0,0,0,0
40 years ago he would get dirty lickens from the police!,0,0,0,0
40 years ago he would get dirty lickens from the police!,0,0,0,0
40 years ago he would get dirty lickens from the police!,0,0,0,0
40 years ago he would get dirty lickens from the police!,0,0,0,0
40 years ago he would get dirty lickens from the police!,0,0,0,0
40 years ago he would get dirty lickens from the police!,0,0,0,0
40 years ago he would get dirty lickens from the police!,0,0,0,0
40 years ago he would get dirty lickens from the police!,0,0,0,0
40 years ago he would get dirty lickens from the police!,1,1,0,0
40 years ago he would get dirty lickens from the police!,0,0,0,0
40 years ago he would get dirty lickens from the police!,0,0,0,0
40 years ago he would get dirty lickens from the police!,1,1,0,0
40 years ago he would get dirty lickens from the police!,0,0,0,0
40 years ago he would get dirty lickens from the police!,0,0,0,0
40 years ago he would get dirty lickens from the police!,0,0,0,0
40 years ago he would get dirty lickens from the police!,1,1,1,0
40 years ago he would get dirty lickens from the police!,0,0,0,0
40 years ago he would get dirty lickens from the police!,1,0,1,0
40 years ago he would get dirty lickens from the police!,1,1,1,0
Anybody voting for taxes will lose their job. Fact,0,0,0,0
Anybody voting for taxes will lose their job. Fact,1,0,0,1
Anybody voting for taxes will lose their job. Fact,0,0,0,0
Anybody voting for taxes will lose their job. Fact,0,0,0,0
Anybody voting for taxes will lose their job. Fact,0,0,0,0
Anybody voting for taxes will lose their job. Fact,0,0,0,0
Anybody voting for taxes will lose their job. Fact,0,0,0,0
Anybody voting for taxes will lose their job. Fact,0,0,0,0
Anybody voting for taxes will lose their job. Fact,0,0,0,0
Anybody voting for taxes will lose their job. Fact,0,0,0,0
Anybody voting for taxes will lose their job. Fact,0,0,0,0
Anybody voting for taxes will lose their job. Fact,0,0,0,0
Anybody voting for taxes will lose their job. Fact,0,0,0,0
Anybody voting for taxes will lose their job. Fact,0,0,0,0
Anybody voting for taxes will lose their job. Fact,0,0,0,0
Anybody voting for taxes will lose their job. Fact,0,0,0,0
Anybody voting for taxes will lose their job. Fact,1,1,1,0
Anybody voting for taxes will lose their job. Fact,0,0,0,0
Anybody voting for taxes will lose their job. Fact,1,0,1,0
Anybody voting for taxes will lose their job. Fact,0,0,0,0
They did that with many people.,0,0,0,0
They did that with many people.,0,0,0,0
They did that with many people.,0,0,0,0
They did that with many people.,0,0,0,0
They did that with many people.,0,0,0,0
They did that with many people.,0,0,0,0
They did that with many people.,0,0,0,0
They did that with many people.,0,0,0,0
They did that with many people.,0,0,0,0
They did that with many people.,0,0,0,0
They did that with many people.,0,0,0,0
They did that with many people.,0,0,0,0
They did that with many people.,0,0,0,0
They did that with many people.,0,0,0,0
They did that with many people.,0,0,0,0
They did that with many people.,0,0,0,0
They did that with many people.,0,0,0,0
They did that with many people.,0,0,0,0
They did that with many people.,0,0,0,0
They did that with many people.,0,0,0,0
About the same time you became an asswhole,1,0,0,1
About the same time you became an asswhole,1,0,0,1
About the same time you became an asswhole,1,0,0,1
About the same time you became an asswhole,1,0,0,1
About the same time you became an asswhole,1,0,0,1
About the same time you became an asswhole,0,0,0,0
About the same time you became an asswhole,1,0,0,1
About the same time you became an asswhole,1,0,0,1
About the same time you became an asswhole,1,0,0,1
About the same time you became an asswhole,1,0,0,1
About the same time you became an asswhole,1,0,0,1
About the same time you became an asswhole,1,0,0,1
About the same time you became an asswhole,1,0,0,1
About the same time you became an asswhole,1,0,0,1
About the same time you became an asswhole,1,0,0,1
About the same time you became an asswhole,1,0,0,1
About the same time you became an asswhole,1,0,0,1
About the same time you became an asswhole,1,0,0,1
About the same time you became an asswhole,1,0,0,1
About the same time you became an asswhole,1,0,0,1
How is border control racist and why whine about racism when your post is pepper with anti-white racist invective?,0,0,0,0
How is border control racist and why whine about racism when your post is pepper with anti-white racist invective?,1,1,1,0
How is border control racist and why whine about racism when your post is pepper with anti-white racist invective?,0,0,0,0
How is border control racist and why whine about racism when your post is pepper with anti-white racist invective?,1,1,0,0
How is border control racist and why whine about racism when your post is pepper with anti-white racist invective?,0,0,0,0
How is border control racist and why whine about racism when your post is pepper with anti-white racist invective?,0,0,0,0
How is border control racist and why whine about racism when your post is pepper with anti-white racist invective?,0,0,0,0
How is border control racist and why whine about racism when your post is pepper with anti-white racist invective?,0,0,0,0
How is border control racist and why whine about racism when your post is pepper with anti-white racist invective?,1,1,1,0
How is border control racist and why whine about racism when your post is pepper with anti-white racist invective?,1,1,1,1
How is border control racist and why whine about racism when your post is pepper with anti-white racist invective?,0,0,0,0
How is border control racist and why whine about racism when your post is pepper with anti-white racist invective?,1,1,0,0
How is border control racist and why whine about racism when your post is pepper with anti-white racist invective?,1,1,0,0
How is border control racist and why whine about racism when your post is pepper with anti-white racist invective?,1,0,1,1
How is border control racist and why whine about racism when your post is pepper with anti-white racist invective?,0,0,0,0
How is border control racist and why whine about racism when your post is pepper with anti-white racist invective?,1,1,0,0
How is border control racist and why whine about racism when your post is pepper with anti-white racist invective?,0,0,0,0
How is border control racist and why whine about racism when your post is pepper with anti-white racist invective?,1,1,0,0
How is border control racist and why whine about racism when your post is pepper with anti-white racist invective?,1,1,0,0
How is border control racist and why whine about racism when your post is pepper with anti-white racist invective?,1,1,0,0
And folks want government to do more for them.  They can't even build an airline hanger properly.,0,0,0,0
And folks want government to do more for them.  They can't even build an airline hanger properly.,1,0,1,0
And folks want government to do more for them.  They can't even build an airline hanger properly.,0,0,0,0
